Production Line,Work Station,Approved Items,Rejected Items,Total Items,Average fixing time,Average supplying time
PL#1, WS#4@PL#1,4,0,4,0,0
PL#1, WS#5@PL#1,4,0,4,0,0
PL#1, WS#6@PL#1,4,0,4,0,0
PL#1, WS#1@PL#1,6,0,6,0.227177938,0
PL#1, WS#2@PL#1,6,0,6,0,0
PL#1, WS#3@PL#1,6,0,6,0,0
PL#1, WS#4@PL#1,6,0,6,0,0
PL#1, WS#5@PL#1,6,0,6,0,0
PL#1, WS#6@PL#1,6,0,6,0,0
PL#1, WS#1@PL#1,21,0,21, 0.4086593458720115,0
PL#1, WS#2@PL#1,21,0,21,0.074664936,0
PL#1, WS#3@PL#1,21,0,21, 0.5249903294787686,0
PL#1, WS#4@PL#1,21,0,21, 0.8577566226108821,0
PL#1, WS#5@PL#1,21,0,21, 0.3870205997142051,0
PL#1, WS#6@PL#1,21,0,21, 0.25069834231709365,0
PL#1, WS#1@PL#1,59,3,62, 0.26857486464927427,0
PL#1, WS#2@PL#1,59,3,62, 0.4296675088940418,0
PL#1, WS#3@PL#1,59,3,62, 0.45971812549239743,0
PL#1, WS#4@PL#1,59,3,62, 0.3903193556018145,0
PL#1, WS#5@PL#1,59,3,62, 0.2271010341116373,0
PL#1, WS#6@PL#1,59,3,62, 0.8367562088769773,0
PL#1, WS#1@PL#1,17,1,18, 0.39021967456347184,0
PL#1, WS#2@PL#1,17,1,18, 0.2410406764177332,0
PL#1, WS#3@PL#1,17,1,18, 0.23689468007770387,0
PL#1, WS#4@PL#1,17,1,18,0,0
PL#1, WS#5@PL#1,17,1,18, 0.3622988027241121,0
PL#1, WS#6@PL#1,17,1,18, 0.6340119772212773,0
PL#1, WS#1@PL#1,12,0,12, 0.35925144047793867,0
PL#1, WS#2@PL#1,12,0,12,0.580861153,0
PL#1, WS#3@PL#1,12,0,12,0,0
PL#1, WS#4@PL#1,12,0,12, 0.42543469987802496,0
PL#1, WS#5@PL#1,12,0,12, 0.3310386074722089,0
PL#1, WS#6@PL#1,12,0,12, 0.48423318218897293,0
PL#1, WS#1@PL#1,1,0,1, 0.11608950753399938,0
PL#1, WS#2@PL#1,1,0,1,0,0
PL#1, WS#3@PL#1,1,0,1,0,0
PL#1, WS#4@PL#1,1,0,1,0,0
PL#1, WS#5@PL#1,1,0,1,0,0
PL#1, WS#6@PL#1,1,0,1,0,0
